kelvin,145,"kelvin,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
kilotaras,146,"kilotaras,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
muliguishou,147,"muliguishou,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
eduardische,148,"eduardische,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
kyuridenamida,149,"kyuridenamida,Homework,1,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
imrankane2005,150,"imrankane2005,Homework,0,A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,greedy
"
mR.ilchi,151,"mR.ilchi,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
ft.azadi,152,"ft.azadi,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
frp,153,"frp,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Zlobober,154,"Zlobober,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
UESTC_Defense,155,"UESTC_Defense,Homework,1,A,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,greedy
"
serbanstan,156,"serbanstan,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
suh_ash2008,157,"suh_ash2008,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
QZAR,158,"QZAR,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
zaq1xsw2tktk,159,"zaq1xsw2tktk,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
andre.linhares,160,"andre.linhares,Homework,0,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
jiangzhijie,161,"jiangzhijie,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
vovapolu,162,"vovapolu,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
EbTech,163,"EbTech,Homework,0,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
self_healing,164,"self_healing,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
glassices,165,"glassices,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
xiaodao,166,"xiaodao,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
dyussenaliyev,167,"dyussenaliyev,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Igel_SK,168,"Igel_SK,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Nikhil,169,"Nikhil,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
rajatag12,170,"rajatag12,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Malinovsky239,171,"Malinovsky239,Homework,0,A,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,greedy
"
DryukAlex,172,"DryukAlex,Homework,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
juarez.paulino,173,"juarez.paulino,Homework,0,A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,greedy
"
Slevin,174,"Slevin,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
Bo_Odya,175,"Bo_Odya,Homework,1,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
azizkhan,176,"azizkhan,Homework,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greedy
"
